When,Type,Gear,Name,Dist mi,Elv ft,Elapsed Time,Moving Time,Start Time,Day of Week,Speed mph,Max Speed mph,Pace /mi,Max Pace /mi,Pace /100yds,Max Pace /100yds,Pwr W,Weighted Avg Pwr W,Max Pwr W,Power Meter,Cad,Heart,Max Heart,Elv High ft,Elv Low ft,Efficiency %,Elev/Dist ft/mi,Elev/Time ft/h,W/HR,Speed/HR,Temp °C,Cal,Energy kJ,Segs,PRs,Group Size,Kudos,Comments,Com,Trn,Man,Pri,Dist away mi,Dist start to end mi,Activity Score 25%,Training Load,Intensity %,Relative Effort,Points in red,% in red,Segment PRs (K/QOM positions),All segments (personal positions),Ride/Run Type,400m,1 km,5 km,10 km,15 km,20 km,30 km,50 km,1/2 Mile,1 mile,2 mile,10 mile,Half Marathon,Marathon,Perceived Effort,H/R Zone 1,H/R Zone 2,H/R Zone 3,H/R Zone 4,H/R Zone 5,Power 0W,Power 0-50W,Power 50-100W,Power 100-150W,Power 150-200W,Power 200-250W,Power 250-300W,Power 300-350W,Power 350-400W,Power 400-450W,Power 450W+,Pace Zone 1,Pace Zone 2,Pace Zone 3,Pace Zone 4,Pace Zone 5,Pace Zone 6,Flagged,Description,City,State,Tiles calculated,Device/App,Activity Id,Activity Id
10/16/2018 7:08,Ride,Trek Madone,"The roof, the roof, the roof is on fire!",29053.7,263,7045,5807,25684,Tuesday,5.0032,15.1,321.7078656,106.5868531,18.278856,6.0560712,85.6,0,,0,0,,0,99.4,-22.6,82.42725337,9.05,163,0,0,14,1024,497.2,24,1,1,6,0,1,0,0,0,-1,16592.37491,75.87092732,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1376,1383,1218,628,551,319,160,59,42,27,44,0,0,0,0,0,0,0,,San Diego,CA,0,Garmin Edge 810,1908480284,1908480284
10/15/2018 17:31,Ride,Trek Madone,Choose,23115.8,114,3740,3327,63112,Monday,6.9479,12.5,231.5846016,128.74752,13.158216,7.3152,107.6,0,,0,0,,0,83.2,-24.2,88.95721925,4.93,123.4,0,0,19,896,357.9,23,0,1,5,0,1,0,0,0,-1,16654.43722,84.3947575,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,776,419,620,549,419,252,109,80,39,36,28,0,0,0,0,0,0,0,,,,0,Garmin Edge 810,1907399287,1907399287
10/11/2018 16:27,Ride,Trek Madone,Where are my cells?,41056.1,442,6688,6433,59228,Thursday,6.3821,14.1,252.1842048,114.1346765,14.328648,6.4849248,123.4,0,,0,0,,0,152,20.2,96.18720096,10.77,247.3,0,0,18,1665,794.1,55,1,1,4,0,0,0,0,0,-1,45.57523914,86.09995399,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1401,589,1126,995,840,642,429,175,115,60,61,0,0,0,0,0,0,0,,,,0,Garmin Edge 810,1899147297,1899147297
10/9/2018 8:30,Ride,Trek Madone,Ride in with my teammate,23809.2,199,4382,4002,30656,Tuesday,5.9493,14.5,270.5307264,110.9964557,15.371064,6.3066168,101,0,,0,0,,0,109,4.2,91.32816066,8.36,179,0,0,18,872,404.3,39,0,2,5,0,1,0,0,0,-1,16597.28831,68.18659986,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,904,569,849,641,478,287,127,57,34,22,34,0,0,0,0,0,0,0,,San Diego,CA,0,Garmin Edge 810,1894279898,1894279898
10/8/2018 17:24,Ride,Trek Madone,Give the people what they want,26592,202.5,4608,4350,62669,Monday,6.1131,18.6,263.2886784,86.51833344,14.959584,4.9158144,105.3,0,,0,0,,0,129.5,1.5,94.40104167,7.62,167.6,0,0,,510.7,458,20,0,1,4,0,1,0,0,0,-1,16621.18951,85.5227438,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1331,638,606,509,413,267,181,127,72,53,92,0,0,0,0,0,0,0,,,,0,Strava Android App,1893087949,1893087949
10/7/2018 10:01,Ride,Trek Madone,Take the under,35170.4,230,6002,5599,36073,Sunday,6.2816,14,256.2075648,114.9554419,14.557248,6.5315592,105.6,0,,0,0,,0,143.8,9,93.28557148,6.54,147.9,0,0,21,1324,591.1,25,1,1,4,0,0,0,0,0,-1,35.4681434,77.52828965,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1064,957,1044,1046,647,430,215,84,45,22,45,0,0,0,0,0,0,0,,San Diego,CA,0,Garmin Edge 810,1890710191,1890710191
10/4/2018 12:06,Ride,Trek Madone,Nice enough for a replay,25790.2,360,4805,4466,43580,Thursday,5.7748,14.4,278.7383808,111.7528474,15.837408,6.3495936,120.4,0,,0,0,,0,98.8,-36.6,92.94484912,13.96,290.2,0,0,25,1085,537.8,32,2,1,4,0,0,0,0,0,-1,55.06900196,77.75760924,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1122,579,584,545,549,514,255,121,121,32,44,0,0,0,0,0,0,0,,,,0,Garmin Edge 810,1884399564,1884399564
10/3/2018 16:43,Ride,Trek Madone,Squeezed one in,25543,342,4449,4224,60184,Wednesday,6.0471,13.9,266.1854976,115.7762074,15.124176,6.5781936,122.9,0,,0,0,,0,113.6,-13.8,94.94268375,13.39,291.5,0,0,19,1071,519.2,31,0,1,5,0,0,0,0,0,-1,78.95922659,84.18756342,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,945,466,541,552,820,436,254,81,60,29,40,0,0,0,0,0,0,0,,,,0,Garmin Edge 810,1882752174,1882752174
9/29/2018 9:30,Ride,Trek Madone,Saturday spin with the kids,15363.8,42.4,6768,5141,34221,Saturday,2.9885,7.8,538.4865024,206.3339942,30.595824,11.7235224,39.4,0,,0,0,,0,20.3,1.3,75.96040189,2.76,29.7,0,0,,225.6,202.4,3,0,1,5,0,0,0,0,0,-1,13.65779505,15.625,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1806,1612,697,340,105,42,27,15,4,4,14,0,0,0,0,0,0,0,,San Diego,CA,0,Strava Android App,1873681220,1873681220
9/26/2018 7:14,Ride,Trek Madone,Head cold,23452.5,184,4544,4111,26099,Wednesday,5.7048,15.2,282.1180032,105.8787418,16.029432,6.0158376,94.6,0,,0,0,,0,84.6,-20,90.4709507,7.85,161.1,0,0,16,844,388.7,37,0,1,3,0,0,0,0,0,-1,16595.15138,68.0235488,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,973,749,775,677,392,277,125,54,43,15,31,0,0,0,0,0,0,0,,San Diego,CA,0,Garmin Edge 810,1867035517,1867035517
9/25/2018 17:38,Ride,Trek Madone,Make change,24966.4,114,3997,3626,63532,Tuesday,6.8854,13.1,233.6767488,122.857321,13.277088,6.9805296,109,0,,0,0,,0,92.8,-12.6,90.71803853,4.57,113.2,0,0,17,954,395.3,24,0,1,3,0,1,0,0,0,-1,16620.72754,83.885564,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,781,476,737,547,503,286,104,94,32,19,47,0,0,0,0,0,0,0,,,,0,Garmin Edge 810,1866026643,1866026643
9/18/2018 7:02,Ride,Trek Madone,Cock paw,26550.9,362,6319,5289,25367,Tuesday,5.02,13.4,320.5813248,120.1053427,18.214848,6.8241672,98.1,0,,0,0,,0,152.8,-10.4,83.69995252,13.63,246.4,0,0,16,1043,519,24,0,1,4,0,0,0,0,0,-1,16605.96407,67.2839014,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1229,907,934,819,680,381,180,60,52,15,32,0,0,0,0,0,0,0,,San Diego,CA,0,Garmin Edge 810,1850021067,1850021067
9/17/2018 17:59,Ride,Trek Madone,I got an idea about something new,24652.8,108,3849,3354,64766,Monday,7.3503,13.4,218.870784,120.1053427,12.43584,6.8241672,117.8,0,,0,0,,0,104.8,-0.2,87.13951676,4.38,115.9,0,0,19,936,395.2,25,3,1,3,0,1,0,0,0,-1,16651.91409,92.35661731,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,665,475,529,626,420,283,165,52,65,29,45,0,0,0,0,0,0,0,,,,0,Garmin Edge 810,1848943075,1848943075
9/15/2018 7:10,Ride,Trek Madone,Gameday spin,62383.9,627,11044,9945,25842,Saturday,6.2729,21,256.5294336,76.63696128,14.575536,4.3543728,120.4,0,,0,0,,0,235,-1.8,90.04889533,10.05,227,0,0,20,2465,1197.3,86,4,1,5,0,0,0,0,0,-1,24.9434743,89.23118345,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1750,1284,1844,1677,1453,934,426,238,168,90,81,0,0,0,0,0,0,0,,San Diego,CA,0,Garmin Edge 810,1843525442,1843525442
9/10/2018 18:35,Ride,Trek Madone,Ride for thought,17625.4,207,2705,2592,66945,Monday,6.7999,14.1,236.7345024,114.1346765,13.450824,6.4849248,137.3,0,,0,0,,0,137.6,7.8,95.82255083,11.74,287.5,0,0,16,733,355.9,23,1,1,3,0,0,0,0,0,-1,49.24543226,92.14827893,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,578,203,305,287,439,451,149,103,38,14,25,0,0,0,0,0,0,0,,,,1,Garmin Edge 810,1833456117,1833456117
8/30/2018 7:12,Ride,Trek Madone,Fifty percent,23749.3,183,4140,4062,25966,Thursday,5.8467,12.1,275.197824,132.9961882,15.63624,7.5566016,95.4,0,,0,0,,0,104.4,1.6,98.11594203,7.71,162.2,0,0,19,859,387.6,37,0,1,2,0,1,0,0,0,-1,16615.83632,75.60080954,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,809,736,978,655,370,240,115,69,48,22,20,0,0,0,0,0,0,0,,San Diego,CA,0,Garmin Edge 810,1807677802,1807677802
8/29/2018 16:40,Ride,Trek Madone,Stank gloves,43703,383,7313,7051,60054,Wednesday,6.1981,17.2,259.5871872,93.56726016,14.749272,5.3163216,107.1,0,,0,0,,0,117.4,-13.6,96.41733899,8.76,195.5,0,0,22,1643,755.5,45,1,1,3,0,1,0,0,0,-1,16623.45149,88.04868911,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1796,1053,1189,1010,604,602,389,188,100,52,68,0,0,0,0,0,0,0,,,,0,Garmin Edge 810,1806613447,1806613447
8/28/2018 7:21,Ride,Trek Madone,Ultra lazy commute,26618.5,260,5459,4864,26468,Tuesday,5.4726,12,294.0271488,134.1066355,16.706088,7.6196952,93.9,0,,0,0,,0,117.2,-8.6,89.10056787,9.77,192.4,0,0,19,975,456.9,22,0,1,4,0,1,0,0,0,-1,16603.94156,75.60559005,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1104,807,1124,723,431,339,188,53,45,15,35,0,0,0,0,0,0,0,,San Diego,CA,0,Garmin Edge 810,1803183192,1803183192
8/27/2018 18:20,Ride,Trek Madone,Set the tone,25379.4,109,4188,3578,66056,Monday,7.0932,14.4,226.917504,111.7528474,12.89304,6.3495936,111,0,,0,0,,0,107.8,-7.4,85.43457498,4.29,109.7,0,0,18,967,397,20,3,1,3,0,1,0,0,0,-1,16627.18062,86.35969922,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,656,498,700,700,453,273,121,62,49,34,32,0,0,0,0,0,0,0,,,,0,Garmin Edge 810,1802066606,1802066606
8/23/2018 6:56,Ride,Trek Madone,Doughnut burn,31650.5,434,5954,5726,24968,Thursday,5.5275,17.2,291.1303296,93.56726016,16.541496,5.3163216,113,0,,0,0,,0,217.6,-16.6,96.17064159,13.71,272.9,0,0,20,1274,647.1,45,0,1,2,0,1,0,0,0,-1,16600.69076,88.58983083,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1204,868,953,747,857,504,282,139,113,26,33,0,0,0,0,0,0,0,,San Diego,CA,0,Garmin Edge 810,1792283298,1792283298
8/22/2018 18:53,Ride,Trek Madone,Arrays are fun,22252.7,113,3404,2933,68014,Wednesday,7.587,14.7,212.1115392,109.4836723,12.051792,6.2206632,129.9,0,,0,0,,0,98,-29.6,86.16333725,5.08,138.7,0,0,19,862,381.1,26,1,1,3,0,1,0,0,0,-1,16692.00325,94.89362943,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,508,314,480,523,413,274,214,109,35,23,40,0,0,0,0,0,0,0,,,,0,Garmin Edge 810,1791219068,1791219068
8/19/2018 9:51,Ride,Trek Madone,IB loop da loop,66485.9,141,13018,10884,35478,Sunday,6.1086,11.8,263.4496128,136.391904,14.968728,7.74954,94,0,,0,0,,0,28.8,-8.4,83.60731295,2.12,46.6,0,0,29,2333,1023.6,63,22,1,2,0,0,0,0,0,-1,15.98253514,83.1338227,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2019,2445,2038,1867,1273,607,315,143,84,37,56,0,0,0,0,0,0,0,,San Diego,CA,0,Garmin Edge 810,1784023104,1784023104
8/17/2018 7:24,Ride,Trek Madone,Scale of passivity,26754.4,353,5812,5214,26688,Friday,5.1313,14.7,313.6611456,109.4836723,17.821656,6.2206632,101.6,0,,0,0,,0,142.2,-19.2,89.71094288,13.19,243.7,0,0,21,1052,529.7,23,0,1,3,0,1,0,0,0,-1,16592.71838,77.38433138,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1141,904,971,763,629,391,228,80,55,22,30,0,0,0,0,0,0,0,,San Diego,CA,0,Garmin Edge 810,1778592460,1778592460
8/16/2018 17:49,Ride,Trek Madone,Burn off the cheese curds,24713.7,367.9,4938,4509,64164,Thursday,5.481,17.8,293.5443456,90.41294592,16.678656,5.1370992,108.9,0,,0,0,,0,243.4,2.5,91.31227217,14.89,293.7,0,0,9,547.5,491,14,0,1,3,0,1,0,0,0,-1,16601.9047,82.16749012,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1555,385,433,531,587,532,245,142,43,25,31,0,0,0,0,0,0,0,,,,0,Strava GPX,1777575677,1777575677
8/15/2018 7:24,Ride,Trek Madone,Lacking motivation,23793.9,184,4368,4166,26657,Wednesday,5.7114,11.7,281.7961344,137.5506317,16.011144,7.8153768,94.4,0,,0,0,,0,88.2,-14.2,95.37545788,7.73,159,0,0,20,857,393.3,38,0,1,3,0,1,0,0,0,-1,16586.13789,65.43205812,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,939,700,932,584,478,292,117,64,33,7,20,0,0,0,0,0,0,0,,San Diego,CA,0,Garmin Edge 810,1774144465,1774144465
8/14/2018 17:11,Ride,Trek Madone,Back from vacation,40528.9,344,6515,6267,61864,Tuesday,6.467,15.5,248.8045824,103.8348749,14.136624,5.8997088,113.4,0,,0,0,,0,133.6,3,96.19339985,8.49,197.6,0,0,21,1570,710.9,43,2,1,5,0,1,0,0,0,-1,16579.7653,92.25242867,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1489,861,993,842,768,628,304,167,77,81,57,0,0,0,0,0,0,0,,,,0,Garmin Edge 810,1772930790,1772930790
8/1/2018 7:50,Ride,Trek Madone,Flex,30105.1,415,5334,5207,28210,Wednesday,5.7817,20.1,278.416512,80.064864,15.81912,4.54914,120.5,0,,0,0,,0,209.8,8.8,97.61904762,13.79,286.9,0,0,24,1219,627.7,38,2,1,3,0,1,0,0,0,-1,16605.40391,92.8140114,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1083,679,933,752,620,466,323,145,118,31,57,0,0,0,0,0,0,0,,San Diego,CA,0,Garmin Edge 810,1742694812,1742694812
7/31/2018 18:34,Ride,Trek Madone,This is not a drill,22127.4,105,3289,3103,66848,Tuesday,7.131,13.5,225.6300288,119.2041101,12.819888,6.7729608,110.2,0,,0,0,,0,107.4,-2.2,94.34478565,4.75,121.8,0,0,21,839,342,21,0,1,4,1,1,0,0,0,-1,16634.08028,88.15751942,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,608,447,555,577,395,258,130,66,32,21,14,0,0,0,0,0,0,0,,,,0,Garmin Edge 810,1741476722,1741476722
7/28/2018 8:45,Ride,Trek Madone,Dropped by the peloton,55556.1,521,8553,8103,31532,Saturday,6.8562,18.6,234.8032896,86.51833344,13.341096,4.9158144,141.1,0,,0,0,,0,84,-17.6,94.73868818,9.38,231.5,0,0,22,2184,1143.3,74,33,5,5,0,0,0,0,0,-1,56.53894817,93.18286967,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1685,930,1089,992,1060,789,599,457,249,119,134,0,0,0,0,0,0,0,,,,0,Garmin Edge 810,1733906355,1733906355
7/26/2018 7:17,Ride,Trek Madone,Tougher than I thought,29022.2,398,5694,5155,26243,Thursday,5.6299,18.5,285.8194944,86.9850432,16.239744,4.942332,116,0,,0,0,,0,177.2,-23.4,90.53389533,13.71,277.9,0,0,19,1175,597.9,28,6,1,4,0,1,0,0,0,-1,16622.06575,94.00073566,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1050,705,959,785,629,452,279,118,109,23,46,0,0,0,0,0,0,0,,San Diego,CA,0,Garmin Edge 810,1729283444,1729283444
7/25/2018 16:58,Ride,Trek Madone,Stung again!,23882.3,102,4145,3510,61130,Wednesday,6.8041,14.8,236.573568,108.7433741,13.44168,6.1786008,103.9,0,,0,0,,0,125.6,-0.8,84.68033776,4.27,104.6,0,0,22,873,364.5,27,0,1,2,0,1,0,0,0,-1,16628.1777,76.75463798,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,736,464,725,607,492,223,132,50,44,19,18,0,0,0,0,0,0,0,,,,0,Garmin Edge 810,1728128271,1728128271
7/22/2018 7:08,Ride,Trek Madone,Sunday ride with the ARE crew,45303.3,395,9784,7097,25737,Sunday,6.3834,17.6,252.1842048,91.44292608,14.328648,5.1956208,119.7,0,,0,0,,0,134.6,6.2,72.53679477,8.72,200.4,0,0,23,1771,849.2,85,8,3,3,0,0,0,0,0,-1,67.65097586,92.35170625,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1333,870,1285,1265,986,641,301,178,91,39,108,0,0,0,0,0,0,0,,San Diego,California,0,Garmin Edge 810,1720687685,1720687685
7/18/2018 7:33,Ride,Trek Madone,You have a delivery,26277.9,342,5462,4848,27218,Wednesday,5.4204,15.9,296.923968,101.2116442,16.87068,5.7506616,109.5,0,,0,0,,0,154.8,-11,88.75869645,13.01,254,0,0,19,1067,530.7,24,0,1,2,0,1,0,0,0,-1,16586.8704,87.34973156,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1140,709,847,761,438,420,258,151,78,20,26,0,0,0,0,0,0,0,,San Diego,CA,0,Garmin Edge 810,1711080490,1711080490
7/17/2018 18:05,Ride,Trek Madone,Back to Reagents,22830.2,116,3636,3185,65119,Tuesday,7.168,13.5,224.503488,119.2041101,12.75588,6.7729608,112.3,0,,0,0,,0,106,-3.6,87.59625963,5.08,131.1,0,0,19,868,357.7,21,2,1,4,0,1,0,0,0,-1,16611.43312,92.12879484,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,684,437,579,525,407,202,165,81,47,16,42,0,0,0,0,0,0,0,,,,0,Garmin Edge 810,1709889019,1709889019
7/15/2018 14:25,Ride,Trek Madone,Loose screws on a Family ride,14490.7,39,7439,4819,51946,Sunday,3.007,6.7,535.2678144,240.194592,30.412944,13.64742,31.6,0,,0,0,,0,3.6,-21,64.78021239,2.69,29.1,0,0,27,366,152.4,4,0,2,2,0,0,0,0,0,-1,12.90353174,4.47761194,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1537,2188,837,181,38,16,10,3,5,0,4,0,0,0,0,0,0,0,,San Diego,CA,0,Garmin Edge 810,1705453931,1705453931
7/13/2018 8:09,Ride,Trek Madone,SoCal century with TC,163828,1059,27083,21928,29359,Friday,7.4712,17.7,215.3302272,90.927936,12.234672,5.16636,147.8,0,,0,0,,0,143.2,8.6,80.96591958,6.46,173.9,0,0,26,6850,3240.4,239,79,2,3,0,0,0,0,0,-1,134436.4545,90.94591107,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3711,2165,3163,3452,3102,2513,1491,859,566,273,633,0,0,0,0,0,0,0,,,,0,Garmin Edge 810,1700586742,1700586742
7/11/2018 16:02,Ride,Trek Madone,Big boy climb for TC,25122.1,319,5462,4279,57773,Wednesday,5.871,19.2,274.0712832,83.81463552,15.572232,4.7621952,121.2,0,,0,0,,0,235.8,-1.6,78.34126694,12.7,268.4,0,0,23,1043,518.6,16,3,2,2,0,1,0,0,0,-1,16647.45209,94.88865995,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1081,619,579,454,503,395,270,178,105,38,57,0,0,0,0,0,0,0,,,,1,Garmin Edge 810,1696644265,1696644265
7/10/2018 17:09,Ride,Trek Madone,Cruise around SD with Tony,44872.6,406,8831,7217,61780,Tuesday,6.2176,18.6,258.7825152,86.51833344,14.703552,4.9158144,111.2,0,,0,0,,0,121,-13.6,81.72347413,9.05,202.5,0,0,21,1723,802.4,48,4,2,2,0,1,0,0,0,-1,16663.84818,95.30300403,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1904,1025,1161,969,648,644,368,198,140,63,97,0,0,0,0,0,0,0,,,,0,Garmin Edge 810,1694643021,1694643021
7/10/2018 7:58,Ride,Trek Madone,New system,22514.1,174,3852,3593,28690,Tuesday,6.2661,11.7,256.8513024,137.5506317,14.593824,7.8153768,110.5,0,,0,0,,0,84.4,-20.4,93.27622015,7.73,174.3,0,0,21,842,396.9,36,0,1,1,0,1,0,0,0,-1,16592.67785,85.8331108,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,683,438,789,592,540,311,81,66,43,29,21,0,0,0,0,0,0,0,,San Diego,CA,0,Garmin Edge 810,1693544215,1693544215
7/9/2018 15:54,Ride,Trek Madone,Freezers,22344.3,115,4359,3484,57267,Monday,6.4134,12.3,250.8967296,130.8396672,14.255496,7.434072,95.1,0,,0,0,,0,109,-14.6,79.92658867,5.15,118.8,0,0,29,825,331.3,26,0,1,3,0,1,0,0,0,-1,16620.8701,58.47045882,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,815,598,648,589,390,217,128,30,31,14,24,0,0,0,0,0,0,0,,,,0,Garmin Edge 810,1692254294,1692254294
7/6/2018 6:36,Ride,Trek Madone,Chill commute,23769.8,188,4305,4043,23797,Friday,5.8792,13.8,273.7494144,116.6130662,15.553944,6.6257424,97.5,0,,0,0,,0,96,-9.2,93.91405343,7.91,167.4,0,0,19,850,394,38,0,1,2,0,1,0,0,0,-1,16643.27418,70.34889958,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,761,784,794,756,455,251,104,76,35,11,16,0,0,0,0,0,0,0,,San Diego,CA,0,Garmin Edge 810,1684692022,1684692022
7/5/2018 17:29,Ride,Trek Madone,That was much easier,22364.5,119,3377,3174,62978,Thursday,7.0462,14,228.3659136,114.9554419,12.975336,6.5315592,115.7,0,,0,0,,0,105.8,-22.6,93.98874741,5.32,135,0,0,21,854,367.2,27,1,1,3,0,1,0,0,0,-1,16628.13717,86.47300696,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,695,371,577,464,496,300,119,65,25,36,26,0,0,0,0,0,0,0,,,,0,Garmin Edge 810,1683764136,1683764136
7/4/2018 12:06,Ride,Trek Madone,Merica!,63536.5,730,11870,10713,43595,Wednesday,5.9308,20.3,271.3353984,79.27628544,15.416784,4.5043344,122.9,0,,0,0,,0,231,-10.2,90.25273799,11.49,245.3,0,0,31,2562,1317.1,41,3,1,2,0,0,0,0,0,-1,23510.64848,73.78216691,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1812,1132,1945,2002,1862,967,445,243,168,53,84,0,0,0,0,0,0,0,,San Diego,CA,0,Garmin Edge 810,1681536670,1681536670
7/3/2018 18:05,Ride,Trek Madone,Torrey attack,20707.5,246,3194,3102,65133,Tuesday,6.6755,15.7,241.0797312,102.4991194,13.697712,5.8238136,135.8,0,,0,0,,0,115.8,-13.6,97.11959925,11.88,285.5,0,0,18,854,421.3,26,3,1,2,0,0,0,0,0,-1,21.63665122,94.29039637,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,689,302,436,400,398,340,228,151,96,34,28,0,0,0,0,0,0,0,,,,0,Garmin Edge 810,1679459448,1679459448
6/30/2018 7:56,Ride,Trek Madone,Fortunate Son,50079.6,615,9556,8680,28591,Saturday,5.7695,21.4,278.8993152,75.20464512,15.846552,4.2729912,113.2,0,,0,0,,0,229,-9,90.83298451,12.28,255.1,0,0,20,1988,982.6,63,3,1,2,0,0,0,0,0,-1,3.464467516,95.44468862,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2025,1107,1422,1309,1163,793,361,223,146,48,83,0,0,0,0,0,0,0,,San Diego,CA,0,Garmin Edge 810,1672264560,1672264560
6/29/2018 17:12,Ride,Trek Madone,Father-Son ride,11673.4,45,8567,4075,61972,Friday,2.8646,6.2,561.8219904,259.5710938,31.921704,14.7483576,33.8,0,,0,0,,0,20.1,2.2,47.56624256,3.85,39.8,0,0,,153.4,137.6,2,0,1,4,0,0,0,0,0,-1,9.090116404,2.487562189,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1673,1459,531,234,103,32,15,16,5,2,5,0,0,0,0,0,0,0,,San Diego,CA,0,Strava Android App,1670712494,1670712494
6/24/2018 10:32,Ride,Trek Madone,More campsite riding with kids,2467.6,33,1907,1186,37946,Sunday,2.0806,5.2,773.4507264,309.4929446,43.946064,17.5848264,40.5,0,,0,0,,0,1698.8,1671,62.19192449,13.37,100.2,0,0,30,78,48,0,0,1,3,0,0,0,0,0,-1,5.865005041,0,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,585,249,178,97,54,19,0,4,0,0,0,0,0,0,0,0,0,0,,,,0,Garmin Edge 810,1660207387,1660207387
6/23/2018 12:30,Ride,Trek Madone,Around the campsite with the kids,2466.8,48,2180,1418,45027,Saturday,1.7396,4.8,925.0509312,335.2746355,52.559712,19.0496952,42.7,0,,0,0,,0,1700,1682,65.04587156,19.46,121.9,0,0,37,72,60.5,0,0,1,2,0,0,0,0,0,-1,6.536197777,0,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,656,306,275,124,40,8,4,3,0,1,1,0,0,0,0,0,0,0,,,,0,Garmin Edge 810,1660207342,1660207342
6/23/2018 7:07,Ride,Trek Madone,Pelted by bugs,41793.1,784,8310,7035,25673,Saturday,5.9407,20,270.8525952,80.4672,15.389352,4.572,141.8,0,,0,0,,0,1781,1233.8,84.65703971,18.76,401.2,0,0,23,1776,997.7,13,7,1,3,0,0,0,0,0,-1,81.25527812,75,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1078,454,643,1557,1836,824,290,117,112,37,87,0,0,0,0,0,0,0,,,,0,Garmin Edge 810,1660207373,1660207373
6/16/2018 8:01,Ride,Trek Madone,Climb and call,37475.6,413,7957,6936,28907,Saturday,5.4031,17.3,297.8895744,93.0200832,16.925544,5.285232,102,0,,0,0,,0,246.6,1.6,87.16853085,11.02,214.4,0,0,16,1442,707.3,44,0,1,1,0,0,0,0,0,-1,702.3479501,79.32502937,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1693,1125,1212,1042,749,491,308,132,99,27,58,0,0,0,0,0,0,0,,San Diego,CA,0,Garmin Edge 810,1642553294,1642553294
